#Algoritmo: Algoritmo Simulated Annealing, Problema: Problema de HimmelBlau
tiempo,best_score,best_position_x,best_position_y
3.196,0.0147269,-2.7858, 3.13916
3.201,0.0147269,-2.7858, 3.13916
3.204,0.0147269,-2.7858, 3.13916
3.209,0.0147269,-2.7858, 3.13916
3.215,0.0147269,-2.7858, 3.13916
3.22,0.0147269,-2.7858, 3.13916
3.225,0.0147269,-2.7858, 3.13916
3.23,0.0147269,-2.7858, 3.13916
3.234,0.0147269,-2.7858, 3.13916
3.239,0.0147269,-2.7858, 3.13916
3.244,0.0147269,-2.7858, 3.13916
3.248,0.0147269,-2.7858, 3.13916
3.252,0.0147269,-2.7858, 3.13916
3.257,0.0147269,-2.7858, 3.13916
3.261,0.0147269,-2.7858, 3.13916
3.266,0.0147269,-2.7858, 3.13916
3.27,0.0147269,-2.7858, 3.13916
3.276,0.0147269,-2.7858, 3.13916
3.279,0.0147269,-2.7858, 3.13916
3.285,0.0147269,-2.7858, 3.13916
3.289,0.0147269,-2.7858, 3.13916
3.295,0.0147269,-2.7858, 3.13916
3.299,0.0147269,-2.7858, 3.13916
3.304,0.0147269,-2.7858, 3.13916
3.308,0.0147269,-2.7858, 3.13916
3.314,0.0147269,-2.7858, 3.13916
3.318,0.0147269,-2.7858, 3.13916
3.324,0.0147269,-2.7858, 3.13916
3.328,0.0147269,-2.7858, 3.13916
3.333,0.0147269,-2.7858, 3.13916
3.338,0.0147269,-2.7858, 3.13916
3.343,0.0147269,-2.7858, 3.13916
3.348,0.0147269,-2.7858, 3.13916
3.351,0.0147269,-2.7858, 3.13916
3.356,0.0147269,-2.7858, 3.13916
3.36,0.0147269,-2.7858, 3.13916
3.364,0.0147269,-2.7858, 3.13916
3.368,0.0147269,-2.7858, 3.13916
3.372,0.0147269,-2.7858, 3.13916
3.376,0.0147269,-2.7858, 3.13916
3.381,0.0147269,-2.7858, 3.13916
3.386,0.0147269,-2.7858, 3.13916
3.39,0.0147269,-2.7858, 3.13916
3.394,0.0147269,-2.7858, 3.13916
3.399,0.0147269,-2.7858, 3.13916
3.403,0.0147269,-2.7858, 3.13916
3.407,0.0147269,-2.7858, 3.13916
3.412,0.0147269,-2.7858, 3.13916
3.416,0.0147269,-2.7858, 3.13916
3.421,0.0147269,-2.7858, 3.13916
3.425,0.0147269,-2.7858, 3.13916
3.43,0.0147269,-2.7858, 3.13916
3.435,0.0147269,-2.7858, 3.13916
3.441,0.0147269,-2.7858, 3.13916
3.444,0.0147269,-2.7858, 3.13916
3.449,0.0147269,-2.7858, 3.13916
3.454,0.0147269,-2.7858, 3.13916
3.458,0.0147269,-2.7858, 3.13916
3.462,0.0147269,-2.7858, 3.13916
3.468,0.0147269,-2.7858, 3.13916
3.472,0.0147269,-2.7858, 3.13916
3.478,0.0147269,-2.7858, 3.13916
3.482,0.0147269,-2.7858, 3.13916
3.486,0.0147269,-2.7858, 3.13916
3.492,0.0147269,-2.7858, 3.13916
3.496,0.0147269,-2.7858, 3.13916
3.501,0.0147269,-2.7858, 3.13916
3.507,0.0147269,-2.7858, 3.13916
3.511,0.0147269,-2.7858, 3.13916
3.516,0.0147269,-2.7858, 3.13916
3.521,0.0147269,-2.7858, 3.13916
3.527,0.0147269,-2.7858, 3.13916
3.531,0.0147269,-2.7858, 3.13916
3.536,0.0147269,-2.7858, 3.13916
3.54,0.0147269,-2.7858, 3.13916
3.545,0.0147269,-2.7858, 3.13916
3.549,0.0147269,-2.7858, 3.13916
3.554,0.0147269,-2.7858, 3.13916
3.559,0.0147269,-2.7858, 3.13916
3.564,0.0147269,-2.7858, 3.13916
3.568,0.0147269,-2.7858, 3.13916
3.573,0.0147269,-2.7858, 3.13916
3.577,0.0147269,-2.7858, 3.13916
3.581,0.0147269,-2.7858, 3.13916
3.586,0.0147269,-2.7858, 3.13916
3.591,0.0147269,-2.7858, 3.13916
3.605,0.0147269,-2.7858, 3.13916
3.609,0.0147269,-2.7858, 3.13916
3.614,0.0147269,-2.7858, 3.13916
3.619,0.0147269,-2.7858, 3.13916
3.623,0.0147269,-2.7858, 3.13916
3.628,0.0147269,-2.7858, 3.13916
3.632,0.0147269,-2.7858, 3.13916
3.638,0.0147269,-2.7858, 3.13916
3.641,0.0147269,-2.7858, 3.13916
3.647,0.0147269,-2.7858, 3.13916
3.651,0.0147269,-2.7858, 3.13916
3.655,0.0147269,-2.7858, 3.13916
3.661,0.0147269,-2.7858, 3.13916
3.665,0.0147269,-2.7858, 3.13916
3.671,0.0147269,-2.7858, 3.13916
3.679,0.0147269,-2.7858, 3.13916
3.684,0.0147269,-2.7858, 3.13916
3.689,0.0147269,-2.7858, 3.13916
3.693,0.0147269,-2.7858, 3.13916
3.698,0.0147269,-2.7858, 3.13916
3.702,0.0147269,-2.7858, 3.13916
3.707,0.0147269,-2.7858, 3.13916
3.712,0.0147269,-2.7858, 3.13916
3.718,0.0147269,-2.7858, 3.13916
3.722,0.0147269,-2.7858, 3.13916
3.727,0.0147269,-2.7858, 3.13916
3.732,0.0147269,-2.7858, 3.13916
3.737,0.0147269,-2.7858, 3.13916
3.743,0.0147269,-2.7858, 3.13916
3.748,0.0147269,-2.7858, 3.13916
3.752,0.0147269,-2.7858, 3.13916
3.758,0.0147269,-2.7858, 3.13916
3.762,0.0147269,-2.7858, 3.13916
3.768,0.0147269,-2.7858, 3.13916
3.772,0.0147269,-2.7858, 3.13916
3.776,0.0147269,-2.7858, 3.13916
3.782,0.0147269,-2.7858, 3.13916
3.787,0.0147269,-2.7858, 3.13916
3.792,0.0147269,-2.7858, 3.13916
3.796,0.0147269,-2.7858, 3.13916
3.801,0.0147269,-2.7858, 3.13916
3.806,0.0147269,-2.7858, 3.13916
3.811,0.0147269,-2.7858, 3.13916
3.816,0.0147269,-2.7858, 3.13916
3.821,0.0147269,-2.7858, 3.13916
3.826,0.0147269,-2.7858, 3.13916
3.831,0.0147269,-2.7858, 3.13916
3.836,0.0147269,-2.7858, 3.13916
3.841,0.0147269,-2.7858, 3.13916
3.846,0.0147269,-2.7858, 3.13916
3.851,0.0147269,-2.7858, 3.13916
3.855,0.0147269,-2.7858, 3.13916
3.86,0.0147269,-2.7858, 3.13916
3.865,0.0147269,-2.7858, 3.13916
3.87,0.0147269,-2.7858, 3.13916
3.875,0.0147269,-2.7858, 3.13916
3.88,0.0147269,-2.7858, 3.13916
3.885,0.0147269,-2.7858, 3.13916
3.89,0.0147269,-2.7858, 3.13916
3.895,0.0147269,-2.7858, 3.13916
3.9,0.0147269,-2.7858, 3.13916
3.905,0.0147269,-2.7858, 3.13916
3.91,0.0147269,-2.7858, 3.13916
3.914,0.0147269,-2.7858, 3.13916
3.919,0.0147269,-2.7858, 3.13916
3.924,0.0147269,-2.7858, 3.13916
3.929,0.0147269,-2.7858, 3.13916
3.933,0.0147269,-2.7858, 3.13916
3.938,0.0147269,-2.7858, 3.13916
3.943,0.0147269,-2.7858, 3.13916
3.948,0.0147269,-2.7858, 3.13916
3.953,0.0147269,-2.7858, 3.13916
3.957,0.0147269,-2.7858, 3.13916
3.962,0.0147269,-2.7858, 3.13916
3.967,0.0147269,-2.7858, 3.13916
3.972,0.0147269,-2.7858, 3.13916
3.977,0.0147269,-2.7858, 3.13916
3.982,0.0147269,-2.7858, 3.13916
3.986,0.0147269,-2.7858, 3.13916
3.991,0.0147269,-2.7858, 3.13916
3.996,0.0147269,-2.7858, 3.13916
4.001,0.0147269,-2.7858, 3.13916
4.006,0.0147269,-2.7858, 3.13916
4.011,0.0147269,-2.7858, 3.13916
4.015,0.0147269,-2.7858, 3.13916
4.021,0.0147269,-2.7858, 3.13916
4.025,0.0147269,-2.7858, 3.13916
4.03,0.0147269,-2.7858, 3.13916
4.035,0.0147269,-2.7858, 3.13916
4.04,0.0147269,-2.7858, 3.13916
4.045,0.0147269,-2.7858, 3.13916
4.05,0.0147269,-2.7858, 3.13916
4.055,0.0147269,-2.7858, 3.13916
4.059,0.0147269,-2.7858, 3.13916
4.065,0.0147269,-2.7858, 3.13916
4.07,0.0147269,-2.7858, 3.13916
4.075,0.0147269,-2.7858, 3.13916
4.079,0.0147269,-2.7858, 3.13916
4.084,0.0147269,-2.7858, 3.13916
4.089,0.0147269,-2.7858, 3.13916
4.094,0.0147269,-2.7858, 3.13916
4.099,0.0147269,-2.7858, 3.13916
4.104,0.0147269,-2.7858, 3.13916
4.109,0.0147269,-2.7858, 3.13916
4.121,0.0147269,-2.7858, 3.13916
4.126,0.0147269,-2.7858, 3.13916
4.131,0.0147269,-2.7858, 3.13916
4.136,0.0147269,-2.7858, 3.13916
4.141,0.0147269,-2.7858, 3.13916
4.146,0.0147269,-2.7858, 3.13916
4.15,0.0147269,-2.7858, 3.13916
4.155,0.0147269,-2.7858, 3.13916
4.161,0.0147269,-2.7858, 3.13916
4.165,0.0147269,-2.7858, 3.13916
4.17,0.0147269,-2.7858, 3.13916
4.191,0.0147269,-2.7858, 3.13916
4.196,0.0147269,-2.7858, 3.13916
4.204,0.0147269,-2.7858, 3.13916
4.209,0.0147269,-2.7858, 3.13916
4.214,0.0147269,-2.7858, 3.13916
4.219,0.0147269,-2.7858, 3.13916
4.224,0.0147269,-2.7858, 3.13916
4.229,0.0147269,-2.7858, 3.13916
4.234,0.0147269,-2.7858, 3.13916
4.239,0.0147269,-2.7858, 3.13916
4.243,0.0147269,-2.7858, 3.13916
4.248,0.0147269,-2.7858, 3.13916
4.253,0.0147269,-2.7858, 3.13916
4.258,0.0147269,-2.7858, 3.13916
4.263,0.0147269,-2.7858, 3.13916
4.268,0.0147269,-2.7858, 3.13916
4.273,0.0147269,-2.7858, 3.13916
4.277,0.0147269,-2.7858, 3.13916
4.283,0.0147269,-2.7858, 3.13916
4.288,0.0147269,-2.7858, 3.13916
4.293,0.0147269,-2.7858, 3.13916
4.297,0.0147269,-2.7858, 3.13916
4.302,0.0147269,-2.7858, 3.13916
4.307,0.0147269,-2.7858, 3.13916
4.312,0.0147269,-2.7858, 3.13916
4.317,0.0147269,-2.7858, 3.13916
4.322,0.0147269,-2.7858, 3.13916
4.326,0.0147269,-2.7858, 3.13916
4.332,0.0147269,-2.7858, 3.13916
4.336,0.0147269,-2.7858, 3.13916
4.341,0.0147269,-2.7858, 3.13916
4.346,0.0147269,-2.7858, 3.13916
4.351,0.0147269,-2.7858, 3.13916
4.356,0.0147269,-2.7858, 3.13916
4.36,0.0147269,-2.7858, 3.13916
4.365,0.0147269,-2.7858, 3.13916
4.37,0.0147269,-2.7858, 3.13916
4.375,0.0147269,-2.7858, 3.13916
4.38,0.0147269,-2.7858, 3.13916
4.384,0.0147269,-2.7858, 3.13916
4.389,0.0147269,-2.7858, 3.13916
4.394,0.0147269,-2.7858, 3.13916
4.398,0.0147269,-2.7858, 3.13916
4.404,0.0147269,-2.7858, 3.13916
4.408,0.0147269,-2.7858, 3.13916
4.413,0.0147269,-2.7858, 3.13916
4.418,0.0147269,-2.7858, 3.13916
4.423,0.0147269,-2.7858, 3.13916
4.428,0.0147269,-2.7858, 3.13916
4.433,0.0147269,-2.7858, 3.13916
4.438,0.0147269,-2.7858, 3.13916
4.443,0.0147269,-2.7858, 3.13916
4.448,0.0147269,-2.7858, 3.13916
4.452,0.0147269,-2.7858, 3.13916
4.457,0.0147269,-2.7858, 3.13916
4.463,0.0147269,-2.7858, 3.13916
4.467,0.0147269,-2.7858, 3.13916
4.472,0.0147269,-2.7858, 3.13916
4.477,0.0147269,-2.7858, 3.13916
4.482,0.0147269,-2.7858, 3.13916
4.487,0.0147269,-2.7858, 3.13916
4.491,0.0147269,-2.7858, 3.13916
4.496,0.0147269,-2.7858, 3.13916
4.5,0.0147269,-2.7858, 3.13916
4.504,0.0147269,-2.7858, 3.13916
4.51,0.0147269,-2.7858, 3.13916
4.514,0.0147269,-2.7858, 3.13916
4.518,0.0147269,-2.7858, 3.13916
4.523,0.0147269,-2.7858, 3.13916
4.529,0.0147269,-2.7858, 3.13916
4.534,0.0147269,-2.7858, 3.13916
4.539,0.0147269,-2.7858, 3.13916
4.544,0.0147269,-2.7858, 3.13916
4.549,0.0147269,-2.7858, 3.13916
4.554,0.0147269,-2.7858, 3.13916
4.558,0.0147269,-2.7858, 3.13916
4.564,0.0147269,-2.7858, 3.13916
4.569,0.0147269,-2.7858, 3.13916
4.574,0.0147269,-2.7858, 3.13916
4.579,0.0147269,-2.7858, 3.13916
4.583,0.0100956,-2.7886, 3.12539
4.588,0.0100956,-2.7886, 3.12539
4.593,0.0100956,-2.7886, 3.12539
4.598,0.0100956,-2.7886, 3.12539
4.603,0.0100956,-2.7886, 3.12539
4.608,0.0100956,-2.7886, 3.12539
4.613,0.0100956,-2.7886, 3.12539
4.617,0.0100956,-2.7886, 3.12539
4.623,0.0100956,-2.7886, 3.12539
4.627,0.0100956,-2.7886, 3.12539
4.633,0.0100956,-2.7886, 3.12539
4.637,0.0100956,-2.7886, 3.12539
4.642,0.0100956,-2.7886, 3.12539
4.646,0.0100956,-2.7886, 3.12539
4.661,0.0100956,-2.7886, 3.12539
4.666,0.0100956,-2.7886, 3.12539
4.671,0.0100956,-2.7886, 3.12539
4.675,0.0100956,-2.7886, 3.12539
4.68,0.0100956,-2.7886, 3.12539
4.685,0.0100956,-2.7886, 3.12539
4.69,0.0100956,-2.7886, 3.12539
4.695,0.0100956,-2.7886, 3.12539
4.7,0.0100956,-2.7886, 3.12539
4.705,0.0100956,-2.7886, 3.12539
4.709,0.0100956,-2.7886, 3.12539
4.714,0.0100956,-2.7886, 3.12539
4.719,0.0100956,-2.7886, 3.12539
4.724,0.0100956,-2.7886, 3.12539
4.729,0.0100956,-2.7886, 3.12539
4.734,0.0100956,-2.7886, 3.12539
4.739,0.0100956,-2.7886, 3.12539
4.744,0.0100956,-2.7886, 3.12539
4.748,0.0100956,-2.7886, 3.12539
4.754,0.0100956,-2.7886, 3.12539
4.757,0.0100956,-2.7886, 3.12539
4.761,0.0100956,-2.7886, 3.12539
4.767,0.0100956,-2.7886, 3.12539
4.771,0.0100956,-2.7886, 3.12539
4.777,0.0100956,-2.7886, 3.12539
4.782,0.0100956,-2.7886, 3.12539
4.787,0.0100956,-2.7886, 3.12539
4.792,0.0100956,-2.7886, 3.12539
4.797,0.0100956,-2.7886, 3.12539
4.801,0.0100956,-2.7886, 3.12539
4.807,0.0100956,-2.7886, 3.12539
4.812,0.0100956,-2.7886, 3.12539
4.817,0.0100956,-2.7886, 3.12539
4.822,0.0100956,-2.7886, 3.12539
4.827,0.0100956,-2.7886, 3.12539
4.832,0.0100956,-2.7886, 3.12539
4.837,0.0100956,-2.7886, 3.12539
4.842,0.0100956,-2.7886, 3.12539
4.847,0.0100956,-2.7886, 3.12539
4.851,0.0100956,-2.7886, 3.12539
4.856,0.0100956,-2.7886, 3.12539
4.861,0.0100956,-2.7886, 3.12539
4.866,0.0100956,-2.7886, 3.12539
4.871,0.0100956,-2.7886, 3.12539
4.876,0.0100956,-2.7886, 3.12539
4.881,0.0100956,-2.7886, 3.12539
4.886,0.0100956,-2.7886, 3.12539
4.891,0.0100956,-2.7886, 3.12539
4.896,0.0100956,-2.7886, 3.12539
4.901,0.0100956,-2.7886, 3.12539
4.906,0.0100956,-2.7886, 3.12539
4.911,0.0100956,-2.7886, 3.12539
4.915,0.0100956,-2.7886, 3.12539
4.92,0.0100956,-2.7886, 3.12539
4.926,0.0100956,-2.7886, 3.12539
4.93,0.0100956,-2.7886, 3.12539
4.935,0.0100956,-2.7886, 3.12539
4.94,0.0100956,-2.7886, 3.12539
4.945,0.0100956,-2.7886, 3.12539
4.95,0.0100956,-2.7886, 3.12539
4.955,0.0100956,-2.7886, 3.12539
4.96,0.0100956,-2.7886, 3.12539
4.965,0.0100956,-2.7886, 3.12539
4.969,0.0100956,-2.7886, 3.12539
4.975,0.0100956,-2.7886, 3.12539
4.98,0.0100956,-2.7886, 3.12539
4.985,0.0100956,-2.7886, 3.12539
4.99,0.0100956,-2.7886, 3.12539
4.995,0.0100956,-2.7886, 3.12539
4.999,0.0100956,-2.7886, 3.12539
5.004,0.0100956,-2.7886, 3.12539
5.009,0.0100956,-2.7886, 3.12539
5.013,0.0100956,-2.7886, 3.12539
5.019,0.0100956,-2.7886, 3.12539
5.024,0.0100956,-2.7886, 3.12539
5.029,0.0100956,-2.7886, 3.12539
5.034,0.0100956,-2.7886, 3.12539
5.039,0.0100956,-2.7886, 3.12539
5.044,0.0100956,-2.7886, 3.12539
5.049,0.0100956,-2.7886, 3.12539
5.054,0.0100956,-2.7886, 3.12539
5.06,0.0100956,-2.7886, 3.12539
5.065,0.0100956,-2.7886, 3.12539
5.069,0.0100956,-2.7886, 3.12539
5.075,0.0100956,-2.7886, 3.12539
5.081,0.0100956,-2.7886, 3.12539
5.087,0.0100956,-2.7886, 3.12539
5.091,0.0100956,-2.7886, 3.12539
5.097,0.0100956,-2.7886, 3.12539
5.102,0.0100956,-2.7886, 3.12539
5.107,0.0100956,-2.7886, 3.12539
5.111,0.0100956,-2.7886, 3.12539
5.117,0.0100956,-2.7886, 3.12539
5.237,0.0100956,-2.7886, 3.12539
5.242,0.0100956,-2.7886, 3.12539
5.248,0.0100956,-2.7886, 3.12539
5.253,0.0100956,-2.7886, 3.12539
5.259,0.0100956,-2.7886, 3.12539
5.265,0.0100956,-2.7886, 3.12539
5.27,0.0100956,-2.7886, 3.12539
5.274,0.0100956,-2.7886, 3.12539
5.28,0.0100956,-2.7886, 3.12539
5.285,0.0100956,-2.7886, 3.12539
5.291,0.0100956,-2.7886, 3.12539
5.305,0.0100956,-2.7886, 3.12539
5.31,0.0100956,-2.7886, 3.12539
5.315,0.0100956,-2.7886, 3.12539
5.321,0.0100956,-2.7886, 3.12539
5.326,0.0100956,-2.7886, 3.12539
5.331,0.0100956,-2.7886, 3.12539
5.336,0.0100956,-2.7886, 3.12539
5.342,0.0100956,-2.7886, 3.12539
5.347,0.0100956,-2.7886, 3.12539
5.357,0.0100956,-2.7886, 3.12539
5.362,0.0100956,-2.7886, 3.12539
5.367,0.0100956,-2.7886, 3.12539
5.372,0.0100956,-2.7886, 3.12539
5.377,0.0100956,-2.7886, 3.12539
5.382,0.0100956,-2.7886, 3.12539
5.387,0.0100956,-2.7886, 3.12539
5.391,0.0100956,-2.7886, 3.12539
5.396,0.0100956,-2.7886, 3.12539
5.401,0.0100956,-2.7886, 3.12539
5.406,0.0100956,-2.7886, 3.12539
5.411,0.0100956,-2.7886, 3.12539
5.416,0.0100956,-2.7886, 3.12539
5.421,0.0100956,-2.7886, 3.12539
5.426,0.0100956,-2.7886, 3.12539
5.431,0.0100956,-2.7886, 3.12539
5.436,0.0100956,-2.7886, 3.12539
5.441,0.0100956,-2.7886, 3.12539
5.446,0.0100956,-2.7886, 3.12539
5.451,0.0100956,-2.7886, 3.12539
5.456,0.0100956,-2.7886, 3.12539
5.461,0.0100956,-2.7886, 3.12539
5.467,0.0100956,-2.7886, 3.12539
5.472,0.0100956,-2.7886, 3.12539
5.477,0.0100956,-2.7886, 3.12539
5.482,0.0100956,-2.7886, 3.12539
5.487,0.0100956,-2.7886, 3.12539
5.492,0.0100956,-2.7886, 3.12539
5.496,0.0100956,-2.7886, 3.12539
5.501,0.0100956,-2.7886, 3.12539
5.507,0.0100956,-2.7886, 3.12539
5.511,0.0100956,-2.7886, 3.12539
5.515,0.0100956,-2.7886, 3.12539
5.521,0.0100956,-2.7886, 3.12539
5.526,0.0100956,-2.7886, 3.12539
5.532,0.0100956,-2.7886, 3.12539
5.536,0.0100956,-2.7886, 3.12539
5.542,0.0100956,-2.7886, 3.12539
5.546,0.0100956,-2.7886, 3.12539
5.551,0.0100956,-2.7886, 3.12539
5.555,0.0100956,-2.7886, 3.12539
5.56,0.0100956,-2.7886, 3.12539
5.565,0.0100956,-2.7886, 3.12539
5.569,0.0100956,-2.7886, 3.12539
5.574,0.0100956,-2.7886, 3.12539
5.578,0.0100956,-2.7886, 3.12539
5.584,0.0100956,-2.7886, 3.12539
5.588,0.0100956,-2.7886, 3.12539
5.594,0.0100956,-2.7886, 3.12539
5.599,0.0100956,-2.7886, 3.12539
5.604,0.0100956,-2.7886, 3.12539
5.61,0.0100956,-2.7886, 3.12539
5.614,0.0100956,-2.7886, 3.12539
5.62,0.0100956,-2.7886, 3.12539
5.624,0.0100956,-2.7886, 3.12539
5.63,0.0100956,-2.7886, 3.12539
5.634,0.0100956,-2.7886, 3.12539
5.639,0.0100956,-2.7886, 3.12539
5.644,0.0100956,-2.7886, 3.12539
5.649,0.0100956,-2.7886, 3.12539
5.653,0.0100956,-2.7886, 3.12539
5.659,0.0100956,-2.7886, 3.12539
5.663,0.0100956,-2.7886, 3.12539
5.669,0.0100956,-2.7886, 3.12539
5.673,0.0100956,-2.7886, 3.12539
5.678,0.0100956,-2.7886, 3.12539
5.683,0.0100956,-2.7886, 3.12539
5.688,0.0100956,-2.7886, 3.12539
5.692,0.0100956,-2.7886, 3.12539
5.697,0.0100956,-2.7886, 3.12539
5.701,0.0100956,-2.7886, 3.12539
5.706,0.0100956,-2.7886, 3.12539
5.711,0.0100956,-2.7886, 3.12539
5.715,0.0100956,-2.7886, 3.12539
5.72,0.0100956,-2.7886, 3.12539
5.724,0.0100956,-2.7886, 3.12539
5.729,0.0100956,-2.7886, 3.12539
5.732,0.0100956,-2.7886, 3.12539
5.738,0.0100956,-2.7886, 3.12539
5.742,0.0100956,-2.7886, 3.12539
5.747,0.0100956,-2.7886, 3.12539
5.751,0.0100956,-2.7886, 3.12539
5.756,0.0100956,-2.7886, 3.12539
5.76,0.0100956,-2.7886, 3.12539
5.766,0.0100956,-2.7886, 3.12539
5.771,0.0100956,-2.7886, 3.12539
5.775,0.0100956,-2.7886, 3.12539
5.78,0.0100956,-2.7886, 3.12539
5.785,0.0100956,-2.7886, 3.12539
5.789,0.0100956,-2.7886, 3.12539
5.795,0.0100956,-2.7886, 3.12539
5.8,0.0100956,-2.7886, 3.12539
5.805,0.0100956,-2.7886, 3.12539
5.81,0.0100956,-2.7886, 3.12539
5.814,0.0100956,-2.7886, 3.12539
5.828,0.0100956,-2.7886, 3.12539
5.833,0.0100956,-2.7886, 3.12539
5.839,0.0100956,-2.7886, 3.12539
5.843,0.0100956,-2.7886, 3.12539
5.848,0.0100956,-2.7886, 3.12539
5.853,0.0100956,-2.7886, 3.12539
5.858,0.0100956,-2.7886, 3.12539
5.868,0.0100956,-2.7886, 3.12539
5.873,0.0100956,-2.7886, 3.12539
5.878,0.0100956,-2.7886, 3.12539
5.883,0.0100956,-2.7886, 3.12539
5.887,0.0100956,-2.7886, 3.12539
5.893,0.0100956,-2.7886, 3.12539
5.898,0.0100956,-2.7886, 3.12539
5.902,0.0100956,-2.7886, 3.12539
5.908,0.0100956,-2.7886, 3.12539
5.913,0.0100956,-2.7886, 3.12539
5.917,0.0100956,-2.7886, 3.12539
5.922,0.0100956,-2.7886, 3.12539
5.927,0.0100956,-2.7886, 3.12539
5.932,0.0100956,-2.7886, 3.12539
5.937,0.0100956,-2.7886, 3.12539
5.942,0.0100956,-2.7886, 3.12539
5.947,0.0100956,-2.7886, 3.12539
5.952,0.0100956,-2.7886, 3.12539
5.955,0.0100956,-2.7886, 3.12539
5.961,0.0100956,-2.7886, 3.12539
5.965,0.0100956,-2.7886, 3.12539
5.97,0.0100956,-2.7886, 3.12539
5.975,0.0100956,-2.7886, 3.12539
5.98,0.0100956,-2.7886, 3.12539
5.983,0.0100956,-2.7886, 3.12539
5.989,0.0100956,-2.7886, 3.12539
5.993,0.0100956,-2.7886, 3.12539
6,0.0100956,-2.7886, 3.12539
6.004,0.0100956,-2.7886, 3.12539
6.009,0.0100956,-2.7886, 3.12539
6.013,0.0100956,-2.7886, 3.12539
6.017,0.0100956,-2.7886, 3.12539
6.022,0.0100956,-2.7886, 3.12539
6.027,0.0100956,-2.7886, 3.12539
6.032,0.0100956,-2.7886, 3.12539
6.036,0.0100956,-2.7886, 3.12539
6.042,0.0100956,-2.7886, 3.12539
6.046,0.0100956,-2.7886, 3.12539
6.051,0.0100956,-2.7886, 3.12539
6.056,0.0100956,-2.7886, 3.12539
6.061,0.0100956,-2.7886, 3.12539
6.066,0.0100956,-2.7886, 3.12539
6.071,0.0100956,-2.7886, 3.12539
6.076,0.0100956,-2.7886, 3.12539
6.08,0.0100956,-2.7886, 3.12539
6.085,0.0100956,-2.7886, 3.12539
6.09,0.0100956,-2.7886, 3.12539
6.095,0.0100956,-2.7886, 3.12539
6.1,0.0100956,-2.7886, 3.12539
6.105,0.0100956,-2.7886, 3.12539
6.109,0.0100956,-2.7886, 3.12539
6.115,0.0100956,-2.7886, 3.12539
6.119,0.0100956,-2.7886, 3.12539
6.123,0.0100956,-2.7886, 3.12539
6.128,0.0100956,-2.7886, 3.12539
6.133,0.0100956,-2.7886, 3.12539
6.138,0.0100956,-2.7886, 3.12539
6.142,0.0100956,-2.7886, 3.12539
6.147,0.0100956,-2.7886, 3.12539
6.151,0.0100956,-2.7886, 3.12539
6.156,0.0100956,-2.7886, 3.12539
6.16,0.0100956,-2.7886, 3.12539
6.164,0.0100956,-2.7886, 3.12539
6.168,0.0100956,-2.7886, 3.12539
6.172,0.0100956,-2.7886, 3.12539
6.193,0.0100956,-2.7886, 3.12539
6.198,0.0100956,-2.7886, 3.12539
6.203,0.0100956,-2.7886, 3.12539
6.208,0.0100956,-2.7886, 3.12539
6.212,0.0100956,-2.7886, 3.12539
6.217,0.0100956,-2.7886, 3.12539
6.221,0.0100956,-2.7886, 3.12539
6.226,0.0100956,-2.7886, 3.12539
6.232,0.0100956,-2.7886, 3.12539
6.236,0.0100956,-2.7886, 3.12539
6.241,0.0100956,-2.7886, 3.12539
6.246,0.0100956,-2.7886, 3.12539
6.251,0.0100956,-2.7886, 3.12539
6.256,0.0100956,-2.7886, 3.12539
6.261,0.0100956,-2.7886, 3.12539
6.266,0.0100956,-2.7886, 3.12539
6.271,0.0100956,-2.7886, 3.12539
6.276,0.0100956,-2.7886, 3.12539
6.281,0.0100956,-2.7886, 3.12539
6.286,0.0100956,-2.7886, 3.12539
6.291,0.0100956,-2.7886, 3.12539
6.296,0.0100956,-2.7886, 3.12539
6.301,0.0100956,-2.7886, 3.12539
6.305,0.0100956,-2.7886, 3.12539
6.311,0.0100956,-2.7886, 3.12539
6.315,0.0100956,-2.7886, 3.12539
6.32,0.0100956,-2.7886, 3.12539
6.325,0.0100956,-2.7886, 3.12539
6.33,0.0100956,-2.7886, 3.12539
6.335,0.0100956,-2.7886, 3.12539
6.34,0.0100956,-2.7886, 3.12539
6.345,0.0100956,-2.7886, 3.12539
6.358,0.0100956,-2.7886, 3.12539
6.363,0.0100956,-2.7886, 3.12539
6.368,0.0100956,-2.7886, 3.12539
6.373,0.0100956,-2.7886, 3.12539
6.377,0.0100956,-2.7886, 3.12539
6.389,0.0100956,-2.7886, 3.12539
6.394,0.0100956,-2.7886, 3.12539
6.399,0.0100956,-2.7886, 3.12539
6.404,0.0100956,-2.7886, 3.12539
6.409,0.0100956,-2.7886, 3.12539
6.414,0.0100956,-2.7886, 3.12539
6.419,0.0100956,-2.7886, 3.12539
6.424,0.0100956,-2.7886, 3.12539
6.429,0.0100956,-2.7886, 3.12539
6.434,0.0100956,-2.7886, 3.12539
6.438,0.0100956,-2.7886, 3.12539
6.443,0.0100956,-2.7886, 3.12539
6.448,0.0100956,-2.7886, 3.12539
6.453,0.0100956,-2.7886, 3.12539
6.458,0.0100956,-2.7886, 3.12539
6.463,0.0100956,-2.7886, 3.12539
6.468,0.0100956,-2.7886, 3.12539
6.473,0.0100956,-2.7886, 3.12539
6.477,0.0100956,-2.7886, 3.12539
6.482,0.0100956,-2.7886, 3.12539
6.487,0.0100956,-2.7886, 3.12539
